response_id,is_correct
ihxttus,1.0
ummaifs,0.0
grlanud,1.0
tujzhxa,1.0
xnacnwb,1.0
hugghbl,1.0
egkvqmw,0.0
ustamyx,1.0
oufmkwe,1.0
wqpwhuo,0.0
wctcjla,1.0
vibauxq,0.0
adlzbno,1.0
mhzoqni,1.0
gwsocfq,1.0
rmdqfqh,1.0
vwhhvlf,1.0
czcdtry,0.0
udbnxje,0.0
bwvrawm,0.0
skmicae,1.0
ymsmkjx,1.0
smdcxli,0.0
dbbjzgk,0.0
tnpansu,1.0
tjdhvmw,0.0
xloyyas,0.0
dytdfoa,1.0
kxkbbwj,1.0
hxhacsn,1.0
pouqdmr,1.0
uattmov,1.0
vxyompx,0.0
dnoalta,1.0
eierdlh,0.0
oihjefk,0.0
myuhmcj,0.0
zpurjnh,1.0
rsqvicm,0.0
dfxvbxv,1.0
ijbfdei,0.0
aozmtbf,1.0
nwetpqi,0.0
whydajg,0.0
jclifjk,0.0
eqwaszo,0.0
pbujlrz,0.0
udattep,1.0
rqznvdb,1.0
wmlpemp,1.0
zpugxgd,0.0
gfzrhqk,1.0
jjaurzh,0.0
jgiiord,0.0
kzndjmb,0.0
zpdcjsk,1.0
eqgwxvr,1.0
vvvxfch,0.0
wufgnkt,1.0
etifavk,1.0
ajlhvym,0.0
tbstzua,1.0
yicvkxl,0.0
xxvjaka,0.0
acsxwon,0.0
hofzwxn,1.0
ffqumqc,1.0
ibwevzb,0.0
rrwbmcs,0.0
smmlzyb,1.0
udzeoqg,1.0
ekkmzzp,1.0
dgryefd,1.0
wsijizs,0.0
gronniy,1.0
dxmsjsy,1.0
rdpoouz,0.0
wtiwroz,0.0
xutqpoa,1.0
jkrsatt,1.0
akkamru,1.0
uvoprrt,1.0
quylbpy,1.0
viqyklq,0.0
jtljegr,1.0
ojvsqay,1.0
xnmgast,0.0
tovxzrr,1.0
iihynzd,1.0
acnowzg,1.0
utcpfhz,1.0
vahdqhi,0.0
aphdrrj,1.0
mvqlveo,0.0
ypzrafz,1.0
ttdufdb,0.0
gfembdt,1.0
psfmveh,0.0
riiazlu,1.0
ydkncci,0.0
sofwaop,1.0
yobhdgo,1.0
cqwenvw,1.0
zsbeube,0.0
cpuavup,1.0
posxptk,1.0
iyuhgvt,1.0
lwanwao,1.0
zrbkame,1.0
pabkvmk,0.0
aiorqjw,1.0
kvloarg,0.0
goqwrvl,1.0
wdhdhni,1.0
nbaznya,1.0
jrlgoqr,0.0
bpiltos,1.0
uevzgfy,1.0
imkkgxo,1.0
ykwzofk,0.0
ncbdgui,1.0
iltowcm,1.0
msmxorr,1.0
sylwhzm,1.0
jofnveu,0.0
iarndbn,0.0
kntiggt,0.0
lpmrbql,0.0
ouxqxkn,0.0
kfumjck,1.0
zgcggyd,1.0
ypzofpo,1.0
uvlxftm,1.0
kopvygd,1.0
oplwejk,1.0
yqwyplt,1.0
fsmtjnx,1.0
ohybigy,1.0
ttqwpgf,1.0
nlmyyav,0.0
hkcwefi,1.0
bearreo,1.0
zcpnhqc,0.0
oouginq,0.0
gvrqvhq,1.0
nlpgnyr,0.0
txoiwmt,1.0
qxsqvbs,1.0
vnsvpkq,1.0
vdbaema,0.0
edbjftn,0.0
fchzddk,1.0
pbfkjwo,1.0
xbxrniw,1.0
fyacbeu,0.0
tvounee,0.0
grgnlpg,0.0
ektdrjo,1.0
qlilude,0.0
fhxujyv,1.0
ppqjfxz,1.0
eqzugna,1.0
vkszizk,1.0
nqmrfzl,1.0
zczandy,1.0
qthzcrd,1.0
kcaulej,1.0
ehzxsxu,1.0
jsnovqq,0.0
gndjhfo,1.0
hdxttzw,1.0
zxofyij,1.0
qcjrutm,0.0
tokqcwx,1.0
vrzhtua,1.0
ohzdgtk,0.0
mgaswfq,1.0
lvmrkah,1.0
ncfpsab,1.0
fwblngo,0.0
bgqzuhy,1.0
dzboucm,1.0
vacmpep,1.0
vddadpc,1.0
apdefqt,1.0
avzfmav,1.0
iqialzg,1.0
hrynovb,1.0
xbvarad,1.0
gstdbwn,1.0
huikwqb,1.0
kvkalbm,1.0
wirfpuv,1.0
hsasltd,1.0
hwcgwtl,1.0
qldyogy,1.0
wwxmgcq,1.0
mxmluqp,1.0
mzjktud,0.0
yukipqt,0.0
vfkntfi,1.0
xgoosxd,0.0
tthmsyp,0.0
blrjskf,1.0
kriiezm,1.0
nwwhchg,1.0
wxkrpnj,1.0
zwyeuoh,1.0
vnszvky,1.0
hseksqa,1.0
crzloyx,1.0
cetdlty,1.0
lxmexka,0.0
ymeqnst,0.0
bagupnk,0.0
ptchhzi,0.0
hnkkjxq,1.0
rshipjy,1.0
rcayoqw,1.0
ruhcznh,0.0
zycjgmy,0.0
ajqxznf,1.0
iebfccr,1.0
ammoqsx,0.0
wfposth,1.0
cilglxx,0.0
vmilebg,0.0
yhiejzp,1.0
saerhtg,0.0
sawrrsj,0.0
pungqxw,1.0
vjirata,1.0
aqlbfst,0.0
kekyltl,0.0
fqdcfhc,1.0
iiradqa,1.0
tjrwfqh,0.0
fcpxgck,1.0
kojrbny,0.0
fbfppee,1.0
ryalscq,1.0
nxurtsi,1.0
clbaddi,1.0
lgzjecu,1.0
anlsdwo,1.0
oevzbvt,1.0
umudhfk,0.0
sisnxet,1.0
fxtzqjh,1.0
liozfbb,1.0
mcbnaay,1.0
cdpsrif,1.0
nnhamuu,0.0
olzwkmy,1.0
ueyyuol,1.0
gkulyjg,1.0
vjkjqxr,0.0
bveynnk,0.0
wybgdok,1.0
qvqwfmi,1.0
mrgezae,1.0
yvaihle,1.0
ccszndb,1.0
vtvosct,1.0
bjhhchv,1.0
fpfrzex,1.0
otpcoqr,0.0
lfjybue,0.0
vvghyic,0.0
nwqcsmo,1.0
nbkptlo,0.0
shanoat,1.0
qhtowyz,0.0
mnxgpra,1.0
yeozdhs,1.0
ncckmwa,1.0
xmauajb,0.0
qvtqezq,1.0
hakjdrg,1.0
hylankf,1.0
tteevol,0.0
opyyvxw,1.0
wnwyxvb,1.0
rdktvpr,1.0
qyceaiu,0.0
fajmmbf,1.0
wjvvznw,0.0
fodpqlj,1.0
vobkard,1.0
cwclepa,1.0
vxotsfn,1.0
affqgkm,1.0
yayfwbi,0.0
didiyxm,1.0
bktomdo,0.0
seromss,1.0
rabvykn,1.0
qrkywzw,1.0
edwlpdv,1.0
edmpdto,1.0
rhotxog,1.0
ddxpckz,1.0
niufszg,1.0
xihfdub,1.0
htydkvc,1.0
uvzlcml,0.0
qpbkcis,0.0
jqpvkla,1.0
acvvclh,1.0
ewvwrvk,1.0
xrgqgwv,1.0
qhcakxq,1.0
tsmhhdr,1.0
gnuvfvv,1.0
aucovlo,1.0
tzpedol,0.0
agdzjou,1.0
febkwhg,0.0
prqsnae,1.0
fmgcemd,1.0
voisquq,1.0
apvepfa,0.0
sjhyzpb,1.0
lgrlunt,1.0
llwjduf,1.0
zsczaol,1.0
abghhki,1.0
kpublpn,1.0
xqsivnu,1.0
daybtqv,0.0
djupzuj,1.0
blelpyh,1.0
adnfcjg,1.0
yhqgdoq,1.0
aioxqck,1.0
mqnmyyl,1.0
anwvjmd,1.0
uxyqerm,0.0
nnrmycr,1.0
acyrmcj,1.0
qfokrrp,1.0
wdglxvw,0.0
fpsstsx,0.0
tvtvlfy,1.0
spapgtg,1.0
ccjvtqw,1.0
qiugjmx,1.0
uckvdsn,1.0
wpvimwd,1.0
dttjyzq,0.0
aesgdrf,1.0
rqkwffn,0.0
pxkigfk,1.0
khbupzv,0.0
gkcncmx,0.0
zxdqism,0.0
hvcipzg,1.0
kkikamw,1.0
yzyddeu,1.0
fkxujaq,1.0
tnarlcq,0.0
dimnisy,1.0
srucomx,0.0
dxcyuqt,0.0
ykeqhdg,1.0
fjmdjbl,0.0
aitodlp,0.0
moospkl,1.0
attzozf,0.0
jgdidxl,1.0
lytcghp,1.0
logpydg,1.0
ivvdkud,0.0
fbvsppb,1.0
xtpyang,0.0
cwomszd,1.0
zzqrqsn,0.0
fsvmgvz,1.0
tmkkycs,1.0
vyesxob,1.0
dpitvay,1.0
gtbzwem,1.0
ybcuyld,1.0
rwdwjfs,1.0
xhwwxnt,1.0
vtjjmly,1.0
txqxrjv,1.0
jvssrrt,1.0
tcygdci,1.0
fmzgfyj,0.0
jucdomy,1.0
ylwqyas,0.0
uapzzsm,1.0
zhgrxhv,1.0
mdfgzen,1.0
qtmggrl,1.0
qqzxkrv,1.0
bcoasal,1.0
tnlsrxj,0.0
mmdalot,1.0
adxucuw,1.0
bnbpexl,0.0
wprmvsn,1.0
bvidoqc,1.0
qloaapk,1.0
hdlpszr,0.0
rgmobeb,0.0
cfoyxyz,1.0
usfveow,1.0
amytbpr,1.0
ylqhcfm,0.0
npbmgxp,1.0
yzfulsc,0.0
tmxgvtb,1.0
afjfpqe,1.0
hqgpstk,0.0
wxpwdpp,1.0
jrgkhgi,1.0
wnirtjt,0.0
jtfadmm,1.0
sbiavym,1.0
gvdhdjp,1.0
nwhqfwl,1.0
jkbmjgg,0.0
dcldmph,1.0
xgydcdh,1.0
iaeyleq,1.0
pfjzfxv,1.0
yaakxht,1.0
miiozkf,1.0
mslkpud,0.0
ilbuicf,0.0
uczogks,0.0
xexwwaz,1.0
dbiajdr,1.0
rwgrora,1.0
robjlvc,1.0
rhylooo,0.0
gyouuhp,1.0
iuqvxpj,1.0
bxlrjck,1.0
aabusxq,1.0
aebkybz,1.0
gtyxtze,1.0
zvbvqzf,1.0
glwvxqx,1.0
gjcvrgf,0.0
fjopepa,1.0
rrusuhr,1.0
myrvfav,1.0
logvofm,0.0
giyffym,0.0
rqcxtil,0.0
hqkhfnd,0.0
vhuuzvn,0.0
hboougx,0.0
incznsi,1.0
agfutcx,1.0
fwbbuan,1.0
jythtmc,0.0
picsbcp,1.0
bpyclbs,1.0
svxoozo,1.0
unlwily,1.0
mgqhydg,0.0
wcchpuo,0.0
bcxgiak,1.0
mnioibo,0.0
yymklme,1.0
klldsgg,1.0
kfecgnn,0.0
ibvvbpo,0.0
vrhcpyj,1.0
vvzplmq,1.0
zczizbp,1.0
frkhgjc,1.0
hnogqaq,0.0
wbpgens,0.0
bxpmxkk,0.0
dnohhqt,1.0
pmcdjra,1.0
crwtzaj,1.0
iimyoah,1.0
wfkcosz,1.0
baehdnx,1.0
yfragow,1.0
wqlgibe,1.0
dyuqpsy,1.0
rdbjzmv,1.0
bivrlym,0.0
hrtrkou,1.0
jnbfdhp,0.0
xqddvef,0.0
zujhsqo,1.0
yzdzzwv,0.0
ucpgdfi,1.0
avhxpnk,1.0
azqsihl,1.0
edcohrj,0.0
iuimbxr,1.0
xlghprf,1.0
quwsvsw,0.0
sclxnvg,0.0
sxjysgf,1.0
nctwyce,1.0
cvxqxij,1.0
uqeafdh,0.0
dkqwkdx,1.0
gsnojry,1.0
sudmjky,1.0
ffdpvyx,0.0
hkswfzl,1.0
exlabon,0.0
pjkxmgg,1.0
syimwpd,1.0
hmaobvl,0.0
xlcfnun,0.0
ptuakmm,1.0
sadxmok,1.0
kgkrlxe,1.0
rxldkyi,1.0
wfhpwhm,1.0
jqbknaa,0.0
uwlrjmv,1.0
arhmcbn,0.0
iygigkz,1.0
xhkrypf,0.0
fsafyal,1.0
tlwtiiw,1.0
fpamobf,0.0
kcucybp,1.0
yybcauf,1.0
mgxoomt,0.0
fbmuikq,1.0
fepcawh,1.0
lerpaqd,1.0
znszspq,1.0
jduirrc,0.0
axhfjll,1.0
bovbdtv,1.0
vukyduv,1.0
uppygfr,0.0
ygnbcof,1.0
ikuuiac,1.0
sltzudb,1.0
kxislre,1.0
csyfkou,0.0
bnibeny,1.0
aedxfbj,1.0
aipznhv,0.0
etwprne,1.0
xyjukux,0.0
fawvytf,1.0
nxgmxpr,1.0
nvbckga,0.0
fjsbuav,0.0
uzvambh,1.0
nohgkom,0.0
aajfrbu,1.0
cctzhgr,1.0
udjogjx,1.0
hzxpefa,0.0
xaxabbe,0.0
hwgkgxu,1.0
uilvdeu,1.0
takxbyc,0.0
okokeoh,1.0
pkndzhx,1.0
tvgvpax,1.0
uwsbjpl,0.0
ppsitas,0.0
ufwuchg,1.0
ocvxteh,0.0
vznplhl,0.0
ultomxp,1.0
cgdeazl,1.0
yifdqnu,1.0
meuybuj,1.0
avihrez,1.0
rxmqwlf,1.0
ulyvtly,1.0
vyqkxbv,0.0
efjllwy,1.0
lavkvbw,1.0
jsibuzg,0.0
kocnkiz,1.0
nambera,0.0
yeouutp,1.0
htgdoek,1.0
pmylkkf,1.0
tdotvjo,0.0
bgiatju,0.0
duoxzvl,1.0
ofzvnct,0.0
xkceoag,1.0
qzyvrza,1.0
xemhpvi,0.0
uhdonoa,1.0
mbaexld,1.0
vztplnn,1.0
iiritty,1.0
ereineu,0.0
eogwtvv,1.0
yysxprv,1.0
nwukvum,1.0
rczurbn,0.0
cnyeejz,1.0
gjyjvrz,1.0
aeomwmk,1.0
emzcezv,1.0
iwcvyrl,1.0
slnftyw,1.0
znhssmi,1.0
joulqdn,1.0
hhbmydk,1.0
oigapza,1.0
qgttswy,1.0
mocafcz,0.0
jdkvudo,1.0
popirxp,1.0
jaspsqg,0.0
icqyzcu,0.0
ygxalke,1.0
hlzgxmy,0.0
ultwyhm,1.0
jrqiaar,1.0
rchzezh,0.0
waaxpey,1.0
aijrkju,1.0
bozinbs,1.0
vvvcktw,1.0
ctxcjwg,1.0
iuvffeq,1.0
ildwhne,0.0
xikakaz,1.0
nngkyqg,1.0
byokpbv,0.0
xlcnokt,1.0
opozttu,1.0
osvnsun,1.0
bczqwzt,1.0
ttodhpn,1.0
yvcvgax,1.0
yyjafob,1.0
bjbwead,1.0
wzxmrbp,1.0
pvsybkp,1.0
vrnehuu,0.0
pudzbch,1.0
vwmehug,1.0
sdvbxkh,1.0
podkwnt,1.0
cqytrxv,1.0
ijdsadh,1.0
gcoxayw,1.0
pczormg,0.0
rownlam,0.0
zlepvpn,1.0
ezfcjcp,0.0
slkpcpa,1.0
erizdur,1.0
xoxjyst,1.0
raruhxa,0.0
xeozaot,0.0
qfbibeh,1.0
kbrhzzo,0.0
snasbir,1.0
syteugj,1.0
rnfvzkv,1.0
jdadfki,0.0
juuuqlf,1.0
fpkwbsp,1.0
qdfdilw,1.0
qdxqmpz,1.0
bxegrxk,1.0
epniorc,0.0
jhbfbey,0.0
fztprki,1.0
wmkkphw,0.0
ggvqarh,1.0
xcexgop,0.0
uvcrwhq,1.0
bwxgljk,0.0
lucjocx,1.0
rmbbsca,1.0
pldzpci,0.0
uahipwl,0.0
gcrtosg,1.0
vwrcpqj,1.0
idxrhss,1.0
kyapnlm,1.0
okarwwu,1.0
xcxkprt,1.0
vztixvm,0.0
qcmdjhf,1.0
hsozhgx,1.0
ccsufph,0.0
xoysojc,1.0
xybxkwf,1.0
zzekkui,1.0
znskajs,1.0
qunxvpo,1.0
dwsxizy,0.0
zsrimfk,1.0
jimmjij,1.0
crkqaap,1.0
sniwtqj,0.0
kzjonzy,1.0
kltzuic,0.0
eztvhee,0.0
dmvamni,0.0
kfbnluh,1.0
fsbsvgi,0.0
plmeytr,1.0
vslrjrv,0.0
dpugfcz,1.0
etjdzyk,1.0
xtvxgbu,1.0
wyoxsks,1.0
jfykqjv,0.0
zbgsccd,1.0
zpjnyeg,0.0
dmbitpb,1.0
pdrhbgj,1.0
dgtwozt,1.0
fdyimxz,1.0
canfjik,1.0
oxytdhy,1.0
jynsqmy,0.0
qavthit,1.0
mwkiobs,1.0
onbwlds,1.0
kicbszi,1.0
cqvfoaf,0.0
gbqvnxr,0.0
udzbtdt,1.0
sonmkgx,1.0
baeeitd,1.0
ukhmrwa,1.0
ellcbjw,0.0
dagfiud,0.0
eulbdwi,1.0
aeygtsw,1.0
jxbbbxc,1.0
uzpfhyb,1.0
pfkyanp,1.0
eymssam,1.0
moqthae,1.0
izkqvzv,0.0
ktxetbq,1.0
qgcxixt,1.0
zhkzbko,1.0
lsqmzpu,1.0
uzaudho,0.0
rqfvmzn,1.0
aobygav,1.0
ergkcue,1.0
esjooon,0.0
cftejpw,1.0
qftyzek,1.0
uigzgdp,1.0
wdlxkvm,1.0
eejbruj,1.0
emtkunx,1.0
ubyujlc,1.0
rlvmqsv,1.0
wbeltoc,1.0
shtnpgi,0.0
ymrobyr,1.0
kgluysn,0.0
aliuvlz,1.0
umhitdh,0.0
zbwazuy,1.0
cquviyo,1.0
npokzbv,1.0
xacroox,1.0
hucjjkw,1.0
fmloyqp,1.0
zhygyyp,1.0
qzdtfaj,1.0
iruwfrd,0.0
yrsbujt,1.0
ihiejhb,0.0
vjhiwqi,0.0
zlbgldu,1.0
crtbrdl,1.0
kikccaz,1.0
rbmpylh,1.0
hkewkkz,1.0
oaqnoem,1.0
gvzmabv,1.0
slaoavy,1.0
iibsnzx,1.0
hyzquhl,1.0
qrlnihi,1.0
vjybceg,1.0
acwrssu,0.0
bcktvhh,1.0
zecmkxh,1.0
ibzywiz,1.0
klbwmde,1.0
mjsewph,1.0
nhnawpg,0.0
dgbiyfz,1.0
phlybef,1.0
gpkljxs,1.0
oypprev,1.0
dladkbu,0.0
mrzwknp,0.0
weakiqg,0.0
wyrvuak,0.0
ewtsfmx,0.0
vagcouk,1.0
cnonatp,1.0
fuvqxmg,1.0
grqjvki,0.0
ptslmgo,1.0
hobrtja,0.0
nyfmrdz,1.0
ulzimxe,1.0
rofnddj,0.0
tsxdynh,0.0
hnzroue,1.0
rsgodgz,1.0
iaqduoc,1.0
kedsxwe,1.0
lfvrgeq,1.0
zglcsct,1.0
akkxloc,1.0
mczsebq,1.0
nhyfhqj,0.0
fsemyee,1.0
pdpttau,0.0
grngfhu,0.0
cvmfzcn,0.0
ejnbhfa,1.0
ocwivvf,0.0
batjwpk,1.0
ykgddxt,1.0
zrwffqy,0.0
dadefig,1.0
mzpkcoz,1.0
wvjfypk,1.0
shxvgbs,1.0
ihmwwxy,1.0
ycijjob,1.0
lseccua,1.0
zenjhmt,1.0
ftcdsbz,1.0
lkjjmms,1.0
nppkruc,1.0
upalgcp,1.0
nfwnbaq,1.0
xmzggcf,0.0
cscpgsx,0.0
jogsdnk,0.0
aftnrno,1.0
yahatll,1.0
thjmlpq,1.0
lzfyvbj,1.0
wgrefbm,1.0
zydoytp,0.0
hxkuqyp,1.0
pnzroyh,1.0
tfnyusb,1.0
imntmky,1.0
bpdcrka,1.0
vtbtrvd,1.0
dwgfpmk,1.0
cwunvse,0.0
aaypshi,1.0
dgewwsg,0.0
ttksarm,1.0
susgeqg,1.0
dvocknh,0.0
fskefru,0.0
lypvlgm,1.0
endxwpd,0.0
uzcfuem,0.0
kfgzsyq,0.0
bjykthw,1.0
yftmspl,1.0
yumkzsx,1.0
gtnjlfr,1.0
sfccqgj,1.0
lyqtdmq,1.0
gpplczn,1.0
ddtvrqw,1.0
temxfou,1.0
mbhdlqq,1.0
rdicakq,1.0
plqicbl,0.0
anawsxr,0.0
vpavbmc,1.0
ksumqbg,0.0
xnwylgx,1.0
xihjrfo,0.0
vxeoqyt,1.0
wrjyxja,1.0
ttxfsbg,0.0
ycxrxjx,1.0
mshhxqq,0.0
etibapt,1.0
ljtyxdv,1.0
cvkzuai,1.0
rmeskfm,1.0
uaqdlbb,1.0
derxuek,1.0
aqpqlva,1.0
jmrwujt,1.0
pkaojux,1.0
vjofjmt,1.0
ilqwuuc,1.0
rwptxzo,1.0
xhairjj,1.0
dtdltpp,1.0
cvsjipt,1.0
aplrrnp,1.0
alvldrh,1.0
wzuucoc,1.0
oeyjlzp,0.0
umjmxzg,1.0
stzpylg,0.0
obssouv,1.0
yaossfc,0.0
htdpjkf,0.0
obxxjtk,0.0
khoympk,1.0
jfbaswr,1.0
usitpvc,1.0
ohmrqua,1.0
extoskg,1.0
ggleayv,1.0
mznujdm,0.0
vykzgyd,1.0
omgnzhf,1.0
ftenocs,1.0
nalrnsu,0.0
nqgmsng,1.0
nzsmhed,0.0
excomok,1.0
wxxszti,0.0
oesxjsn,1.0
uygpndy,0.0
ojavymg,1.0
hxaoouo,1.0
cixmawr,0.0
glwxngo,1.0
rvqbpep,0.0
jqlmmzt,1.0
iifimrf,0.0
swrnskh,1.0
wnoyjcr,1.0
gdoyrwz,1.0
rqufudu,1.0
raygmgx,1.0
zmxzwij,1.0
jhapnjw,1.0
bmtvswz,1.0
rkmixlv,0.0
zqetpec,0.0
gxkciwv,1.0
pxobsbi,1.0
ytcmlxt,0.0
mklqvka,0.0
meofrzq,0.0
vdknocn,0.0
ufdtldl,1.0
lntcygn,1.0
qhjrmdz,1.0
gczimon,1.0
qptwdkw,1.0
oletelo,1.0
drjsana,1.0
lurltgk,1.0
csjanjl,1.0
itgtdsc,1.0
gmemalj,1.0
jfvbedc,0.0
ufrffyp,1.0
clomnoe,1.0
pochuix,1.0
upgytux,1.0
ozeievw,1.0
zfttleh,0.0
pffldxg,1.0
dlkaoyx,1.0
nrqrfre,1.0
ddwbqby,1.0
eoviszl,1.0
wfjmofi,1.0
mnqnfzf,1.0
curhtfq,0.0
irlsbmi,1.0
fmlpbuh,0.0
cdnoims,1.0
atvffnw,0.0
crqimor,1.0
cierrbq,1.0
fehncns,1.0
azhznta,1.0
sutbpqe,1.0
yajdnpq,1.0
ircofxu,0.0
kmxuehe,1.0
crrxztr,0.0
eorkrtp,1.0
uzhvivz,1.0
jurhgll,1.0
gwmrgen,1.0
dniamdb,1.0
nmvzocj,1.0
nhfvecc,1.0
gwyldhy,0.0
asxapff,1.0
ynmugfz,1.0
acnxsac,0.0
wlkgjjt,1.0
ycmfksn,1.0
wsgmrvj,1.0
itzxhxs,1.0
knmazrp,0.0
odkdtrg,1.0
kkduwak,1.0
bkgzial,1.0
rwbblnt,1.0
rhjymkx,1.0
gwblbbu,1.0
lvsopjp,0.0
skpogbf,1.0
uhgocte,0.0
nrxyuow,0.0
fqkgmyo,1.0
fyrbqti,1.0
jeeotor,1.0
jlnutzq,0.0
vkeyitt,1.0
jgjphjh,1.0
vmyuive,1.0
hzpxycw,1.0
ahkdujl,0.0
qmgbyvy,1.0
ybyvzue,1.0
oslqqqw,0.0
qekbvql,0.0
ytfging,1.0
dtlsasr,1.0
meincwi,1.0
qetmemi,0.0
elmaxqe,0.0
ztyyari,1.0
zztalvr,0.0
pcmwzdh,1.0
pkqyaxj,1.0
rbxfbsj,1.0
zudjsuk,0.0
cthdfjs,1.0
ekzjltu,0.0
xunmuff,0.0
tchzybk,1.0
gsdgabl,1.0
skrzxqs,1.0
dnawsgp,0.0
zqzallk,0.0
yhxvdod,1.0
hxtesau,1.0
reudvde,1.0
vihrqre,0.0
xvutamj,1.0
izmqfyr,1.0
kfvwgxq,1.0
skusuon,1.0
pzkfdgu,1.0
iguhhsn,1.0
hppxvba,0.0
ecmkfte,1.0
fzhxwod,1.0
tzcglqz,0.0
xwwjsrd,0.0
plvnzrq,1.0
flwzbjn,0.0
nhwvyaq,1.0
wflagiy,1.0
miksaus,1.0
mhrdirr,1.0
tjppchf,1.0
onwgpxz,1.0
asuhmyf,0.0
flmpire,1.0
zwoumpx,1.0
puaxthm,1.0
ifrnqsc,1.0
jjztwum,1.0
sjhcuzb,1.0
pqwiulk,1.0
dwymrtj,1.0
fjdmwya,0.0
oohlzcy,1.0
ijjsuje,0.0
hdxdbqg,1.0
mdainzw,1.0
jllphoc,1.0
pajowcp,0.0
wqwmegw,1.0
toquhgz,1.0
mgfewih,0.0
bkqwvte,1.0
ikwjqdz,0.0
evxjerx,1.0
awcqhov,0.0
yxujhwl,0.0
isrszfl,1.0
kiqqxlt,1.0
izhyvmm,1.0
nwowqoi,0.0
xhkcizt,0.0
odrthrz,1.0
qrrznlo,0.0
kstyiga,1.0
bxawpqy,1.0
rrhdefc,1.0
rscdbyo,1.0
nrmbdor,1.0
zfujcmm,0.0
sffbnrf,0.0
zkcmzrs,1.0
nnwjzor,1.0
dbvsvyd,0.0
bhklmwa,1.0
xekdznw,1.0
sjoodnt,0.0
tiohyfu,1.0
samhqim,1.0
jhhiraj,0.0
riofarf,0.0
onemlbh,1.0
lntdxcq,1.0
kqrzvoe,1.0
gbwmgmv,1.0
xgpiuaz,0.0
vtaxcwa,1.0
enbfggb,1.0
sawarlq,1.0
dkwzxqe,1.0
ukprwfo,1.0
dxcmyov,1.0
nvjabov,1.0
uscepjm,1.0
nhvufyn,0.0
xzbyxab,1.0
nstfonu,1.0
enxufbt,0.0
uylbyhj,1.0
cbaamif,1.0
venyuky,1.0
fdyjjka,1.0
qlaegfs,1.0
rqwgoqh,0.0
tepheif,1.0
vjyqxac,0.0
hharilp,0.0
vyrpfeo,0.0
hhqiwdf,0.0
uxyuupc,1.0
qdzbitb,1.0
ungvvgq,0.0
cstknaw,1.0
sbjdaac,1.0
vghdxxx,0.0
aqaqmlp,0.0
htbseff,1.0
vqiyprg,1.0
gwuhnsb,0.0
lmwojhs,1.0
uplbdff,1.0
owmegvy,1.0
icgpbeo,1.0
xopupis,1.0
cnsxehe,1.0
kngactr,0.0
yqrecew,0.0
ckjyell,1.0
duijdfd,1.0
xxyclov,1.0
kipmham,1.0
uqsvfwn,1.0
axlzepr,1.0
znnmovh,1.0
rzojvip,0.0
jjwschu,0.0
qoxgohj,1.0
mpfmujy,1.0
dekkldx,1.0
ymzedor,0.0
snzzccn,1.0
usdhqmg,1.0
cdrmzor,1.0
fwsperp,1.0
kickwpd,1.0
oslvelp,1.0
sajvwot,0.0
mbennoi,0.0
xqdvkug,1.0
iksyjft,1.0
qvlitvh,1.0
qwmoung,1.0
tqprkzf,1.0
infcazd,0.0
jycjuyy,0.0
wxljvgq,1.0
ajvilni,0.0
avceull,0.0
igpfrgc,1.0
jwetimw,1.0
vhowffz,1.0
dmhniux,1.0
szxfymg,1.0
qvodnfr,0.0
rbuthed,1.0
kddurnm,0.0
okzhlam,1.0
fvaxuft,0.0
kgjmfyx,1.0
xqqthxh,0.0
pdmlpeb,1.0
vxnntqu,0.0
neyjtfe,1.0
hiofsra,0.0
qcsrdqk,0.0
ydrbqiz,1.0
easxswp,1.0
mwexihy,0.0
eqtbvkh,1.0
oqihuvb,1.0
wcfiupe,1.0
dqxiyll,0.0
kkrqurz,1.0
yrrywaz,0.0
xdpogkm,0.0
szpzkrn,0.0
joftvxx,1.0
buesagy,1.0
qdiieuz,1.0
aijdprz,0.0
oceyfew,1.0
akdptml,0.0
mzzfusu,1.0
itqtwll,0.0
qukczuv,1.0
lvsedlw,0.0
iffgiqe,0.0
tpuzvnr,1.0
kdzpvjd,0.0
zmapkcw,1.0
zmjqxyu,0.0
lbgwdoa,0.0
kfvonju,1.0
nkmdxwy,1.0
yjmqeey,0.0
udmqozy,1.0
brhyclr,0.0
boocdos,0.0
chkmtvh,1.0
kwuwybh,1.0
jeuufui,1.0
zzvnebc,1.0
zkjshdh,1.0
mewrsjh,1.0
ydecfmq,1.0
ufwrwrw,1.0
kgokjsp,1.0
twsbqkx,1.0
qawskfr,1.0
oniitrm,1.0
kectqnl,0.0
efyipeh,1.0
lllynwm,1.0
gblnmgh,1.0
jfvvgsl,1.0
tmxwuzn,1.0
tcujemf,1.0
admzdgw,0.0
lhfgofj,1.0
wussyvg,0.0
vcepuzp,0.0
fznudtj,0.0
zsjzhuj,0.0
ikghtad,1.0
ymlsumc,1.0
fcdkyod,1.0
yfocpzl,1.0
imuqpls,0.0
swsmilh,0.0
euweneq,0.0
hxrctpd,0.0
dyfuhqp,1.0
dhvvhek,0.0
jkktpnl,1.0
tivjvzt,1.0
udtyhvj,0.0
xnhakba,1.0
rfulwed,0.0
hjvkbpd,0.0
yflrecc,1.0
ndvezaq,1.0
ahjvvwm,0.0
jfgihtn,0.0
wtyhemg,1.0
fisecpa,1.0
xgovmht,1.0
zotznmr,0.0
vsdwswu,1.0
vtfnrle,0.0
